,comment,nhelpful,unixtime,work,flags,user,stars,time,user_encoded,work_encoded,review_date,year,month,time_decay,adjusted_stars,final_stars
35,"Is there a ghost at Hundreds Hall? This is the question left hanging over the reader at the conclusion of Sarah Waters' latest novel, The Little Stranger. I, for one, remain unconvinced; not fully prepared to accept the possibility, nor to dismiss it outright. Like Dr Faraday, I am determined to cling to my rationalist perspective and avoid jumping to conclusions. Many other readers, I am sure, will disagree, and this is perhaps the novel's greatest strength: its ability to tread the threshold of proof between the explainable and the supernatural, compelling its readers to wrestle with their own half-formed opinions and conclusions.
Unfortunately, the majority of this 'literary meat' is confined to the final two hundred pages of the novel, and even then, it is fairly thinly spread. To reach it  along with other interesting aspects, such as Faraday's mulish, almost treacherous determination in pursuing both Caroline and logical solutions to every mystery  readers will have to wade through an unbelievable amount of padding. Waters seems to enjoy hammering the decay of the house and estate to no end, robbing the novel of the brevity and subtlety it may otherwise have possessed. To an audience mired in endless text, this story can often feel like little more than an empty tragedy.
The Little Stranger is the kind of book that I would love to see reimagined as a novella: a potent experiment in how easily we are willing to suspend our disbelief when reading, and how we might apply our reasoning differently in a real world scenario. In this format  somewhere around the size of Alan Bennet's The Uncommon Reader, in my mind  I could see it as a volume I might pass on to friends in the hope of discussing their reactions, as well as all those literary touches that Waters would have reduced to sharp little references. One does not need to spend five pages exploring a building site, for example, to understand her point about the new England's plebeian multitudes breaching the gates of Hundreds. As it is, there is simply not enough material here to be spread across the epic, over-rendered novel that Waters has envisaged. The writing may be quite transporting, but it is easy to become fed up with the destination. ",1,1260057600.0,7609965,[],SamuelW,2.0,"Dec 6, 2009",23346,423660,2009-12-06,2009,12,0.0,0.0,1.0
36,"Technopriests meet Law and Order. A gritty police story in a world where the newest technological must-have is an android surrogate to take your place, while you sit safely at home. You can look any way you want to, do heavy jobs you never would be able to accomplish in your own wimpy body, and live a full life without ever leaving the comfort of your sofa. But if you rape and kill a surrogate, is it still a crime? Can you be held accountable for something that your surrogate commits, when you never left home? ",0,1247875200.0,2082212,[],quilted_kat,4.0,"Jul 18, 2009",69618,219539,2009-07-18,2009,7,0.0,0.0,2.0
37,http://www.sanborns.com.mx/sanborns/assets/product_images/images_big/75099785676...,0,1167004800.0,2118345,[],lulaa,4.0,"Dec 25, 2006",59490,221530,2006-12-25,2006,12,0.0,0.0,2.0
38,"One of Terry Pratchett's first novels, and one of his very few pure science fiction ones too.
Kin Arad is a senior figure in a company which builds worlds, and is well rewarded by life-extending technologies, which make her nearly a few centuries old, despite looking relatively youthful. Her curiosity is piqued when a mysterious man from 1000 years past tells her of a disc-shaped world. She soon finds herself on a mission, with two other alien beings, to find and explore this world. After crash-landing there, they set off on an espedition to survive and escape, and at the same time discover the mechanism and origins of this bizarre place.
Although not nearly as accomplished as many of Pratchett's later Discworld novels, this book still has much humour, various sources to parody and highly inventive ideas. It is fascinating to read of another discworld, although the similarities are really only superficial. Unfortunately, there were some sections in the book that were a little slow, characters that were somewhat pedestrian and lifeless, and I ended up really disliking the eventual themes, partly because they were a bit predictable, but mainly because they were so unscientific - all on a par with the ridiculous religious notions that dinosaur bones are only a few thousand years old and just there to trick us. ",0,1292544000.0,1045491,[],RachDan,3.0,"Dec 17, 2010",21662,17860,2010-12-17,2010,12,0.0,0.0,1.5
39,For anyone interested in Australian History. This is a compelling story about the adventures of Burke and Wills. What went wrong on the journey to discover. ,0,1242518400.0,8358788,[],jhibburt,3.5,"May 17, 2009",51611,448984,2009-05-17,2009,5,0.0,0.0,1.75
40,"I usually have no problem reading historical romance series out of order. I can generally figure out what is going on pretty easily. This book I read without reading the previous two, and I was a bit more confused than usual on some plot points. But that didn't stop me from really enjoying this book.
It was the characters that drove this book. Andreas is cold, intense, and scarred inside and out. We get to spend a lot of time in his head. In fact the first 1/3 of the book is completely from his point of view. We find out he trusts and cares for only two people in his life. Everyone else he uses fear to keep them at a distance. He and his partner, Roman (the hero of the previous book), have created an empire for themselves in London. At the beginning of the book he is approached for help by our heroine, Phoebe.
Phoebe has come to Andreas for financial help. Her father made some unfortunate mistakes, and now their carriage business is heavily in debt. She confounds Andreas with her forwardness, optimism, and teasing. She pushes herself into his life and refuses to leave Andreas alone no matter how cold he is towards her. I loved their interactions; found myself laughing many times to Phoebe's teasing and Andreas' reactions.
So why not 5 stars? Because of their personalities, consuming attraction for each other, and fun interactions, I was really looking forward to their love scenes. I wanted to see Andreas' intensiveness and Phoebe's teasing in bed. There was one sex scene and it was lacking. It was very short and vague. I am not someone that always needs long, detailed sex scenes, but I think with these characters, it would have really added to the book.
ARC provided by NetGalley. ",0,1316822400.0,11134945,[],Lavinient,4.0,"Sep 24, 2011",15389,45543,2011-09-24,2011,9,0.0,0.0,2.0
41,"This book is a sometimes infuriating but ultimately satisfying tangle. I had to take my time to untwist the complicated strands, to slow down so I didn't miss the beautiful (and funny) language Kennedy uses so well. ",0,1376438400.0,11495545,[],lizzielou,3.0,"Aug 14, 2013",58663,59773,2013-08-14,2013,8,0.6,1.7999999999999998,2.4
42,"Part of a series that covers Sweden's history. A bit dry at times, but covers all relevant bits, and have plenty of pictures. ",0,1142899200.0,83652,[],isiswardrobe,5.0,"Mar 21, 2006",49700,449291,2006-03-21,2006,3,0.0,0.0,2.5
43,"This is absolutely the best book on open relationships or polyamory I've read (and I've read quite a few; check the ""polyamory"" tag in my catalog). Taormino is clearly did a good deal of research--her sources section alone is outstanding--and her writing style is at once friendly and intelligent, keeping you reading while presenting a wealth of information. I love how the book is structured. Each chapter is relatively short, covering a specific type of relationship structure or a certain issue. She offers bulleted lists of reasons a particular type of relationship might be right for you; covers the special perils to watch out for in each type of relationship, with helpful advice; and ends each chapter with a profile of a person, couple, or group whose experience illustrates the theme of the chapter. Taormino's writing shows sensitivity and an open perspective toward all types of nonmonogamy and toward those who choose monogamy for themselves, as well. This is the book that you should read if you are considering any form of nonmonogamy, and it is also the book you should give to anyone who needs help understanding your relationship choices. ",0,1211068800.0,3986892,[],branadain,5.0,"May 18, 2008",35155,310545,2008-05-18,2008,5,0.0,0.0,2.5
44,"A story of some teenagers, finished with school and heading in to college who find themselves in a semi-hidden college that teaches the brightest and the best how to use magic. While bright they're still teenages and still college students and still capable of terrible stupidity and thoughtless acts. Their adventures in college are eventful enough but their adventures afterwards take them to a land of story and myth and put their lives in danger.
And I really didn't care. Oh the story wasn't bad and I was quite interested in the reading to see what happened but most of the secondary characters blurred and weren't really all that believable. The ending was also a bit of a letdown. While Grossman had magicians in his world he had no purpose for them. ",0,1282608000.0,7789355,[],roxy,3.5,"Aug 24, 2010",71721,428954,2010-08-24,2010,8,0.0,0.0,1.75
45,Philosophy mixed with absurdity joyously baked into a fruitcake of wise laughter. ,0,1226707200.0,271,[],voltn74,5.0,"Nov 15, 2008",80980,252534,2008-11-15,2008,11,0.0,0.0,2.5
